CustomerID,JoinDate,City,CustomerType
C1743,2023-11-04,Giza,New
C1744,2024-07-04,Giza,New
C1745,2023-08-19,Giza,Returning
C1746,2023-05-28,Giza,Returning
C1747,2024-07-29,Giza,Returning
C1748,2024-07-24,Cairo,Returning
C1749,2023-09-19,Cairo,New
C1750,2023-03-22,Giza,Returning
C1751,2023-04-05,Cairo,New
C1752,2024-01-22,Cairo,Returning
C1753,2023-07-12,Cairo,Returning
C1754,2023-12-07,Giza,Returning
C1755,2023-01-16,Cairo,Returning
C1756,2023-05-01,Giza,Returning
C1757,2024-09-10,Cairo,Returning
C1758,2023-09-03,Giza,Returning
C1759,2024-01-25,Giza,Returning
C1760,2024-01-03,Giza,New
C1761,2024-06-09,Giza,Returning
C1762,2024-04-25,Giza,Returning
C1763,2024-01-15,Giza,Returning
C1764,2024-07-30,Cairo,Returning
C1765,2023-01-17,Giza,Returning
C1766,2024-08-21,Giza,New
C1767,2023-07-20,Giza,New
C1768,2024-08-06,Cairo,Returning
C1769,2024-11-01,Giza,New
C1770,2024-05-15,Giza,Returning
C1771,2023-12-27,Cairo,New
C1772,2024-07-13,Giza,New
C1773,2024-07-09,Cairo,Returning
C1774,2023-03-18,Cairo,Returning
C1775,2024-02-27,Cairo,Returning
C1776,2023-08-25,Cairo,Returning
C1777,2023-01-10,Cairo,Returning
C1778,2024-01-18,Cairo,Returning
C1779,2024-11-13,Giza,Returning
C1780,2023-01-17,Cairo,Returning
C1781,2024-02-26,Cairo,New
C1782,2023-10-09,Giza,New
C1783,2024-11-21,Giza,Returning
C1784,2023-07-03,Cairo,Returning
C1785,2024-06-20,Cairo,New
C1786,2024-09-26,Giza,Returning
C1787,2023-10-01,Giza,New
C1788,2024-02-20,Giza,Returning
C1789,2023-08-20,Giza,Returning
C1790,2023-03-24,Cairo,New
C1791,2024-01-24,Giza,Returning
C1792,2023-02-27,Cairo,Returning
C1793,2023-03-26,Giza,Returning
C1794,2024-10-22,Giza,Returning
C1795,2023-04-08,Cairo,New
C1796,2024-08-03,Giza,New
C1797,2023-03-18,Giza,Returning
C1798,2024-07-31,Cairo,New
C1799,2023-11-19,Cairo,Returning
C1800,2024-08-24,Cairo,Returning
C1801,2024-02-12,Cairo,New
C1802,2024-07-31,Cairo,Returning
C1803,2024-02-03,Giza,Returning
C1804,2023-05-24,Cairo,Returning
C1805,2023-12-21,Cairo,New
C1806,2023-08-26,Cairo,New
C1807,2024-09-20,Giza,Returning
C1808,2023-12-01,Cairo,Returning
C1809,2024-04-06,Giza,New
C1810,2024-07-20,Giza,Returning
C1811,2024-11-27,Giza,New
C1812,2024-09-25,Giza,Returning
C1813,2023-03-17,Cairo,New
C1814,2024-01-25,Cairo,Returning
C1815,2023-11-21,Giza,New
C1816,2023-01-06,Giza,Returning
C1817,2023-10-04,Cairo,New
C1818,2023-07-11,Giza,Returning
C1819,2024-07-22,Giza,New
C1820,2023-04-02,Giza,Returning
C1821,2024-09-03,Giza,Returning
C1822,2023-01-13,Giza,Returning
C1823,2023-03-28,Cairo,Returning
C1824,2023-06-23,Giza,New
C1825,2023-10-03,Giza,New
C1826,2023-05-30,Cairo,New
C1827,2023-10-10,Giza,New
C1828,2023-03-20,Giza,New
C1829,2023-09-10,Giza,Returning
C1830,2023-07-20,Giza,New
C1831,2023-11-08,Cairo,Returning
C1832,2023-12-07,Giza,Returning
C1833,2023-12-04,Giza,New
C1834,2024-10-28,Cairo,New
C1835,2024-09-09,Cairo,Returning
C1836,2023-07-01,Giza,Returning
C1837,2023-10-26,Giza,Returning
C1838,2023-09-06,Giza,Returning
C1839,2024-02-07,Giza,New
C1840,2024-07-31,Cairo,Returning
C1841,2024-07-12,Cairo,Returning
C1842,2024-07-17,Cairo,Returning
C1843,2024-04-17,Cairo,Returning
C1844,2023-10-26,Cairo,Returning
C1845,2024-02-23,Giza,New
C1846,2023-11-07,Cairo,New
C1847,2023-06-07,Giza,Returning
C1848,2023-03-17,Giza,Returning
C1849,2024-05-05,Giza,Returning
C1850,2024-03-04,Cairo,Returning
C1851,2024-01-04,Cairo,New
C1852,2023-09-12,Giza,New
C1853,2024-09-19,Cairo,Returning
C1854,2024-10-22,Giza,Returning
C1855,2023-12-06,Giza,New
C1856,2023-04-11,Giza,New
C1857,2024-06-15,Cairo,Returning
C1858,2024-02-05,Giza,Returning
C1859,2024-08-25,Cairo,New
C1860,2023-01-26,Giza,New
C1861,2024-03-01,Cairo,New
C1862,2023-05-26,Giza,New
C1863,2024-04-11,Cairo,Returning
C1864,2023-12-23,Giza,New
C1865,2024-04-08,Giza,New
C1866,2023-02-15,Cairo,New
C1867,2023-12-18,Cairo,Returning
C1868,2023-06-18,Cairo,Returning
C1869,2024-07-19,Cairo,New
C1870,2024-03-12,Giza,New
C1871,2024-02-19,Cairo,New
C1872,2024-11-04,Giza,Returning
C1873,2024-09-20,Cairo,Returning
C1874,2024-03-15,Giza,New
C1875,2023-08-08,Cairo,New
C1876,2023-03-06,Cairo,Returning
C1877,2024-07-03,Cairo,Returning
C1878,2023-07-21,Giza,New
C1879,2024-11-17,Giza,Returning
C1880,2024-10-16,Giza,Returning
C1881,2024-09-17,Giza,Returning
C1882,2023-12-23,Giza,Returning
C1883,2024-09-24,Cairo,Returning
C1884,2023-11-01,Cairo,Returning
C1885,2023-11-17,Cairo,New
C1886,2023-04-30,Cairo,Returning
C1887,2023-05-25,Giza,Returning
C1888,2023-05-22,Giza,Returning
C1889,2024-05-13,Cairo,Returning
C1890,2024-05-16,Giza,New
C1891,2023-11-19,Giza,Returning
C1892,2024-01-03,Cairo,Returning
C1893,2023-07-19,Giza,Returning
C1894,2024-06-01,Giza,Returning
C1895,2024-05-18,Giza,Returning
C1896,2024-03-30,Giza,New
C1897,2024-08-01,Cairo,Returning
C1898,2023-08-14,Giza,New
C1899,2023-08-19,Giza,New
C1900,2024-04-13,Giza,Returning
C1901,2023-04-26,Cairo,New
C1902,2024-07-10,Giza,Returning
C1903,2023-02-12,Giza,Returning
C1904,2024-03-11,Cairo,Returning
C1905,2024-10-31,Cairo,New
C1906,2023-02-03,Giza,New
C1907,2023-03-31,Giza,Returning
C1908,2023-05-01,Cairo,New
C1909,2024-08-25,Giza,Returning
C1910,2024-09-16,Giza,New
C1911,2023-05-23,Cairo,Returning
C1912,2023-03-02,Giza,Returning
C1913,2024-09-03,Cairo,New
C1914,2023-10-27,Giza,Returning
C1915,2024-06-10,Cairo,New
C1916,2024-02-26,Cairo,Returning
C1917,2024-11-02,Cairo,Returning
C1918,2023-05-16,Cairo,New
C1919,2023-11-26,Cairo,Returning
C1920,2024-11-23,Giza,Returning
C1921,2024-08-14,Giza,Returning
C1922,2024-01-20,Giza,New
C1923,2023-04-06,Giza,Returning
C1924,2023-10-12,Giza,Returning
C1925,2024-05-14,Giza,Returning
C1926,2023-04-06,Giza,Returning
C1927,2024-01-02,Cairo,Returning
C1928,2024-02-12,Cairo,Returning
C1929,2023-08-05,Giza,New
C1930,2023-10-18,Giza,Returning
C1931,2023-05-14,Giza,Returning
C1932,2024-11-29,Cairo,New
C1933,2024-10-03,Giza,New
C1934,2023-06-11,Giza,Returning
C1935,2024-03-14,Cairo,Returning
C1936,2023-05-16,Giza,New
C1937,2023-10-08,Cairo,Returning
C1938,2023-09-14,Cairo,Returning
C1939,2024-10-26,Cairo,New
C1940,2024-10-02,Giza,Returning
C1941,2023-08-28,Giza,Returning
C1942,2023-04-08,Cairo,New
C1943,2023-03-21,Cairo,Returning
C1944,2024-06-15,Giza,New
C1945,2023-12-18,Cairo,Returning
C1946,2024-03-08,Cairo,Returning
C1947,2023-08-23,Giza,New
C1948,2023-04-15,Cairo,New
C1949,2023-11-03,Cairo,Returning
C1950,2023-05-17,Cairo,New
C1951,2024-07-30,Cairo,Returning
C1952,2023-06-18,Giza,Returning
C1953,2023-08-07,Cairo,Returning
C1954,2024-09-22,Giza,Returning
C1955,2023-03-30,Cairo,New
C1956,2023-05-07,Giza,Returning
C1957,2024-03-15,Giza,Returning
C1958,2023-09-11,Giza,Returning
C1959,2023-09-12,Giza,Returning
C1960,2023-01-28,Giza,New
C1961,2024-09-13,Cairo,Returning
C1962,2023-10-30,Cairo,Returning
C1963,2023-09-03,Giza,Returning
C1964,2023-09-04,Giza,Returning
C1965,2023-03-14,Cairo,Returning
C1966,2023-11-21,Cairo,Returning
C1967,2024-08-05,Giza,Returning
C1968,2024-11-30,Cairo,Returning
C1969,2023-03-16,Cairo,Returning
C1970,2023-01-15,Giza,New
C1971,2023-03-03,Giza,Returning
C1972,2024-10-05,Giza,Returning
C1973,2024-02-16,Cairo,Returning
C1974,2024-07-04,Cairo,New
C1975,2023-11-14,Cairo,Returning
C1976,2023-07-28,Cairo,Returning
C1977,2024-02-05,Cairo,New
C1978,2024-03-23,Cairo,New
C1979,2023-03-30,Giza,New
C1980,2024-09-18,Cairo,New
C1981,2024-11-04,Cairo,New
C1982,2023-05-21,Cairo,New
C1983,2023-12-22,Giza,New
C1984,2023-05-10,Giza,Returning
C1985,2023-05-01,Cairo,New
C1986,2024-03-15,Giza,Returning
C1987,2023-09-27,Cairo,Returning
C1988,2024-06-07,Giza,New
C1989,2024-08-03,Cairo,Returning
C1990,2023-09-19,Cairo,Returning
C1991,2024-11-21,Cairo,New
C1992,2024-06-05,Cairo,New
C1993,2023-01-13,Cairo,New
C1994,2024-01-08,Giza,Returning
C1995,2023-07-03,Cairo,Returning
C1996,2024-11-02,Giza,New
C1997,2023-09-12,Giza,Returning
C1998,2023-11-24,Giza,Returning
C1999,2024-08-08,Giza,New
C2000,2024-11-20,Cairo,New
C2001,2024-06-12,Cairo,Returning
C2002,2023-03-12,Giza,Returning
C2003,2023-11-15,Giza,New
C2004,2024-04-12,Cairo,Returning
C2005,2023-10-26,Giza,Returning
C2006,2023-09-06,Giza,Returning
C2007,2024-05-20,Cairo,Returning
C2008,2024-07-13,Cairo,New
C2009,2024-02-24,Cairo,New
C2010,2023-12-21,Cairo,Returning
C2011,2023-01-02,Giza,Returning
C2012,2023-11-11,Cairo,New
C2013,2023-09-01,Giza,Returning
C2014,2023-03-03,Cairo,Returning
C2015,2023-04-06,Cairo,Returning
C2016,2024-06-16,Giza,Returning
C2017,2024-01-17,Giza,Returning
C2018,2023-03-28,Cairo,Returning
C2019,2024-10-14,Giza,New
C2020,2024-08-04,Cairo,Returning
C2021,2023-05-14,Cairo,New
C2022,2023-11-19,Giza,Returning
C2023,2023-12-01,Giza,Returning
C2024,2023-08-28,Cairo,Returning
C2025,2023-05-20,Cairo,New
C2026,2023-06-18,Giza,Returning
C2027,2024-02-21,Cairo,Returning
C2028,2023-08-01,Giza,New
C2029,2023-09-29,Cairo,New
C2030,2023-11-08,Cairo,New
C2031,2023-12-02,Cairo,New
C2032,2023-09-12,Giza,Returning
C2033,2023-02-20,Giza,New
C2034,2023-06-28,Cairo,Returning
C2035,2024-04-08,Cairo,New
C2036,2023-04-15,Cairo,New
C2037,2023-03-05,Cairo,New
C2038,2024-02-15,Giza,Returning
C2039,2024-10-22,Cairo,Returning
C2040,2023-09-23,Cairo,New
C2041,2023-03-08,Cairo,Returning
C2042,2024-03-30,Cairo,New
C2043,2023-12-06,Cairo,New
C2044,2024-04-17,Cairo,New
C2045,2024-08-10,Giza,Returning
C2046,2024-02-09,Giza,New
C2047,2024-11-30,Giza,New
C2048,2023-08-08,Cairo,New
C2049,2024-04-01,Cairo,New
C2050,2024-09-26,Cairo,Returning
C2051,2024-05-25,Giza,Returning
C2052,2024-05-05,Cairo,New
C2053,2024-01-28,Cairo,Returning
C2054,2024-10-20,Cairo,Returning
C2055,2024-07-10,Cairo,Returning
C2056,2024-01-03,Giza,Returning
C2057,2024-05-11,Giza,Returning
C2058,2024-05-29,Giza,Returning
C2059,2023-07-04,Cairo,New
C2060,2023-08-13,Cairo,Returning
C2061,2023-10-15,Cairo,Returning
C2062,2024-04-28,Giza,Returning
C2063,2023-08-27,Cairo,New
C2064,2024-11-03,Cairo,New
C2065,2023-02-27,Cairo,Returning
C2066,2024-02-02,Giza,Returning
C2067,2023-06-27,Cairo,New
C2068,2023-11-22,Giza,Returning
C2069,2023-01-29,Giza,Returning
C2070,2024-07-31,Cairo,Returning
C2071,2023-07-12,Giza,Returning
C2072,2023-06-29,Giza,New
C2073,2023-02-27,Cairo,Returning
C2074,2023-01-21,Giza,New
C2075,2024-09-20,Cairo,Returning
C2076,2023-12-15,Cairo,Returning
C2077,2023-11-28,Cairo,New
C2078,2024-08-23,Cairo,Returning
C2079,2024-06-22,Giza,Returning
C2080,2024-01-18,Giza,Returning
C2081,2023-12-11,Giza,New
C2082,2023-06-11,Giza,Returning
C2083,2024-05-13,Giza,New
C2084,2024-07-29,Giza,New
C2085,2024-08-26,Cairo,Returning
C2086,2023-10-29,Cairo,New
C2087,2023-01-02,Giza,Returning
C2088,2024-08-04,Cairo,New
C2089,2023-11-22,Cairo,Returning
C2090,2023-04-17,Giza,New
C2091,2023-03-21,Cairo,New
C2092,2023-11-24,Cairo,Returning
C2093,2023-04-01,Giza,Returning
C2094,2023-09-29,Cairo,New
C2095,2023-03-11,Giza,New
C2096,2023-04-21,Cairo,New
C2097,2024-03-24,Giza,Returning
C2098,2024-02-28,Giza,Returning
C2099,2023-12-26,Giza,New
C2100,2024-05-05,Cairo,New
C2101,2023-03-17,Cairo,New
C2102,2023-11-23,Giza,Returning
C2103,2023-03-17,Giza,New
C2104,2024-01-20,Cairo,Returning
C2105,2024-07-14,Cairo,New
C2106,2024-09-20,Giza,Returning
C2107,2024-03-17,Cairo,Returning
C2108,2024-03-20,Cairo,New
C2109,2023-12-06,Cairo,Returning
C2110,2024-02-24,Giza,Returning
C2111,2023-11-01,Cairo,New
C2112,2024-02-07,Giza,New
C2113,2024-01-05,Cairo,Returning
C2114,2023-10-29,Giza,New
C2115,2023-01-27,Cairo,New
C2116,2023-10-26,Cairo,Returning
C2117,2023-04-29,Giza,Returning
C2118,2024-04-27,Giza,Returning
C2119,2023-09-29,Cairo,Returning
C2120,2024-02-01,Cairo,Returning
C2121,2024-01-26,Giza,New
C2122,2023-02-15,Giza,Returning
C2123,2023-09-27,Cairo,Returning
C2124,2024-07-31,Cairo,New
C2125,2024-11-14,Cairo,New
C2126,2023-12-19,Giza,Returning
C2127,2024-08-26,Cairo,Returning
C2128,2024-02-01,Giza,Returning
C2129,2024-05-01,Cairo,Returning
C2130,2023-03-22,Giza,Returning
C2131,2023-02-05,Cairo,New
C2132,2024-04-04,Cairo,Returning
C2133,2023-06-21,Cairo,Returning
C2134,2023-05-10,Cairo,Returning
C2135,2024-11-30,Giza,New
C2136,2024-10-04,Cairo,Returning
C2137,2023-09-22,Giza,Returning
C2138,2023-03-10,Cairo,Returning
C2139,2024-02-11,Giza,Returning
C2140,2024-06-16,Giza,Returning
C2141,2023-01-13,Giza,New
C2142,2023-06-03,Cairo,Returning
C2143,2024-08-19,Cairo,Returning
C2144,2024-07-30,Cairo,Returning
C2145,2024-07-02,Giza,Returning
C2146,2023-09-28,Giza,Returning
C2147,2024-08-08,Giza,New
C2148,2023-10-10,Giza,New
C2149,2024-09-15,Giza,New
C2150,2023-12-06,Cairo,New
C2151,2024-05-01,Giza,Returning
C2152,2023-01-21,Giza,Returning
C2153,2023-11-07,Giza,New
C2154,2024-05-18,Cairo,Returning
C2155,2023-08-22,Cairo,New
C2156,2024-03-29,Giza,New
C2157,2024-03-02,Cairo,New
C2158,2023-08-05,Giza,Returning
C2159,2024-06-12,Giza,Returning
C2160,2024-06-11,Cairo,New
C2161,2024-06-02,Giza,New
C2162,2024-06-20,Cairo,New
C2163,2023-07-25,Cairo,New
C2164,2024-04-12,Cairo,Returning
C2165,2023-07-23,Giza,Returning
C2166,2024-04-20,Giza,Returning
C2167,2023-05-07,Cairo,New
C2168,2024-05-15,Giza,New
C2169,2024-04-30,Giza,New
C2170,2023-09-22,Cairo,New
C2171,2024-01-31,Cairo,New
C2172,2024-08-08,Cairo,Returning
C2173,2024-10-24,Cairo,Returning
C2174,2023-10-03,Giza,Returning
C2175,2024-11-29,Cairo,Returning
C2176,2023-05-16,Cairo,Returning
C2177,2023-01-09,Cairo,New
C2178,2023-11-09,Giza,Returning
C2179,2024-01-21,Giza,Returning
C2180,2023-08-12,Giza,New
C2181,2024-06-17,Giza,Returning
C2182,2023-01-08,Giza,Returning
C2183,2024-08-31,Giza,New
C2184,2023-04-21,Giza,New
C2185,2023-10-11,Giza,Returning
C2186,2023-09-25,Giza,New
C2187,2024-06-13,Cairo,Returning
C2188,2024-09-06,Giza,Returning
C2189,2024-11-28,Cairo,Returning
C2190,2024-11-02,Giza,Returning
C2191,2023-09-23,Giza,Returning
C2192,2023-02-06,Cairo,New
C2193,2023-08-16,Giza,Returning
C2194,2024-11-18,Giza,Returning
C2195,2023-06-24,Cairo,New
C2196,2024-04-27,Cairo,Returning
C2197,2024-07-26,Cairo,Returning
C2198,2023-12-10,Cairo,New
C2199,2023-08-17,Giza,Returning
C2200,2023-12-06,Giza,New
C2201,2023-10-29,Giza,Returning
C2202,2024-04-26,Cairo,Returning
C2203,2024-08-20,Cairo,Returning
C2204,2023-07-19,Cairo,Returning
C2205,2024-01-26,Giza,Returning
C2206,2023-06-04,Cairo,Returning
C2207,2023-12-17,Giza,Returning
C2208,2024-04-13,Cairo,New
C2209,2023-07-04,Cairo,Returning
C2210,2024-10-08,Cairo,New
C2211,2023-03-01,Cairo,Returning
C2212,2023-08-03,Cairo,Returning
C2213,2023-06-12,Giza,Returning
C2214,2023-04-01,Cairo,Returning
C2215,2024-10-10,Giza,Returning
C2216,2024-05-03,Giza,New
C2217,2024-06-30,Cairo,Returning
C2218,2023-01-15,Giza,Returning
C2219,2024-06-27,Cairo,New
C2220,2023-01-05,Cairo,New
C2221,2023-12-19,Giza,New
C2222,2024-01-28,Giza,New
C2223,2023-02-16,Giza,Returning
C2224,2024-04-11,Giza,Returning
C2225,2023-05-18,Giza,Returning
C2226,2024-05-16,Giza,Returning
C2227,2023-06-18,Giza,New
C2228,2023-08-18,Cairo,New
C2229,2023-01-23,Cairo,New
C2230,2024-10-28,Cairo,Returning
C2231,2024-10-17,Giza,Returning
C2232,2024-09-30,Cairo,Returning
C2233,2023-02-19,Cairo,Returning
C2234,2023-01-21,Cairo,Returning
C2235,2024-03-02,Giza,Returning
C2236,2024-07-14,Giza,Returning
C2237,2023-06-06,Cairo,Returning
C2238,2024-10-07,Cairo,New
C2239,2024-11-08,Cairo,Returning
C2240,2023-10-04,Cairo,Returning
C2241,2023-04-18,Cairo,New
C2242,2023-04-19,Giza,New
C2243,2023-07-24,Giza,Returning
C2244,2023-07-26,Giza,Returning
C2245,2023-10-30,Cairo,New
C2246,2024-05-23,Cairo,Returning
C2247,2024-05-07,Giza,New
C2248,2023-01-14,Cairo,Returning
C2249,2024-08-10,Giza,New
C2250,2023-04-03,Cairo,Returning
C2251,2023-04-14,Giza,Returning
C2252,2024-04-12,Giza,New
C2253,2023-02-21,Cairo,Returning
C2254,2023-02-10,Giza,Returning
C2255,2024-11-24,Giza,Returning
C2256,2023-04-29,Cairo,Returning
C2257,2023-02-16,Cairo,Returning
C2258,2024-11-10,Cairo,New
C2259,2024-03-24,Giza,Returning
C2260,2023-04-06,Giza,Returning
C2261,2023-07-07,Cairo,Returning
C2262,2024-04-12,Giza,Returning
C2263,2024-05-04,Giza,Returning
C2264,2023-06-20,Cairo,New
C2265,2023-03-02,Cairo,New
C2266,2024-08-27,Giza,Returning
C2267,2024-11-25,Giza,New
C2268,2024-01-24,Giza,Returning
C2269,2024-12-01,Cairo,Returning
C2270,2024-05-14,Cairo,Returning
C2271,2024-03-27,Cairo,New
C2272,2024-11-01,Giza,New
C2273,2024-11-25,Cairo,Returning
C2274,2024-11-16,Giza,Returning
C2275,2024-09-25,Cairo,Returning
C2276,2023-09-12,Giza,New
C2277,2024-11-23,Giza,New
C2278,2024-07-25,Cairo,New
C2279,2023-06-10,Giza,Returning
C2280,2023-06-19,Cairo,Returning
C2281,2023-11-25,Cairo,New
C2282,2023-10-12,Cairo,Returning
C2283,2024-07-17,Giza,Returning
C2284,2023-08-29,Cairo,Returning
C2285,2024-08-09,Giza,New
C2286,2024-05-25,Giza,New
C2287,2024-05-24,Cairo,New
C2288,2024-02-27,Cairo,Returning
C2289,2023-01-01,Cairo,Returning
C2290,2024-09-25,Giza,Returning
C2291,2024-07-29,Cairo,Returning
C2292,2024-04-12,Giza,Returning
C2293,2023-02-25,Cairo,Returning
C2294,2023-12-06,Giza,Returning
C2295,2024-01-08,Giza,New
C2296,2024-11-05,Cairo,New
C2297,2023-12-30,Giza,Returning
C2298,2024-01-18,Cairo,New
C2299,2023-06-18,Giza,New
C2300,2024-02-24,Cairo,New
C2301,2023-07-20,Cairo,New
C2302,2024-02-07,Cairo,Returning
C2303,2023-07-15,Giza,New
C2304,2024-02-29,Cairo,Returning
C2305,2024-11-19,Cairo,Returning
C2306,2024-04-06,Giza,Returning
C2307,2024-05-31,Cairo,Returning
C2308,2023-01-05,Cairo,Returning
C2309,2024-03-19,Giza,Returning
C2310,2023-07-01,Cairo,Returning
C2311,2023-05-12,Cairo,Returning
C2312,2024-09-06,Giza,Returning
C2313,2024-01-29,Giza,Returning
C2314,2023-09-12,Giza,Returning
C2315,2023-12-18,Giza,Returning
C2316,2023-05-17,Cairo,Returning
C2317,2024-06-08,Giza,Returning
C2318,2024-07-14,Giza,Returning
C2319,2024-07-20,Cairo,New
C2320,2024-10-01,Giza,Returning
C2321,2024-11-19,Cairo,Returning
C2322,2024-10-27,Cairo,Returning
C2323,2024-10-14,Giza,Returning
C2324,2023-12-27,Giza,Returning
C2325,2024-11-14,Giza,Returning
C2326,2024-06-30,Giza,Returning
C2327,2024-03-08,Cairo,Returning
C2328,2023-01-26,Giza,New
C2329,2024-11-17,Cairo,New
C2330,2023-06-14,Giza,Returning
C2331,2023-05-30,Cairo,Returning
C2332,2023-10-30,Cairo,Returning
C2333,2023-02-03,Giza,Returning
C2334,2023-04-15,Cairo,Returning
C2335,2024-07-28,Giza,New
C2336,2023-10-22,Cairo,Returning
C2337,2024-02-01,Giza,Returning
C2338,2023-11-17,Cairo,New
C2339,2023-09-15,Cairo,Returning
C2340,2024-03-29,Cairo,Returning
C2341,2024-10-25,Giza,Returning
C2342,2024-07-13,Cairo,Returning
C2343,2023-07-18,Giza,Returning
C2344,2024-11-30,Cairo,New
C2345,2023-06-27,Cairo,Returning
C2346,2024-03-14,Giza,Returning
C2347,2023-05-14,Cairo,Returning
C2348,2023-09-19,Cairo,New
C2349,2023-06-08,Cairo,New
C2350,2023-11-27,Cairo,Returning
C2351,2024-10-02,Giza,Returning
C2352,2024-08-09,Giza,New
C2353,2023-11-22,Cairo,Returning
C2354,2024-06-17,Cairo,Returning
C2355,2023-06-13,Giza,Returning
C2356,2024-02-18,Cairo,New
C2357,2023-08-07,Giza,New
C2358,2023-10-28,Cairo,Returning
C2359,2024-09-25,Giza,Returning
C2360,2024-10-26,Cairo,New
C2361,2023-12-21,Giza,New
C2362,2024-10-19,Cairo,Returning
C2363,2024-11-29,Giza,Returning
C2364,2023-04-27,Giza,New
C2365,2023-10-17,Cairo,Returning
C2366,2024-01-19,Giza,Returning
C2367,2023-10-31,Cairo,New
C2368,2023-03-26,Cairo,New
C2369,2024-07-04,Cairo,Returning
C2370,2023-08-04,Cairo,Returning
C2371,2024-03-10,Cairo,New
C2372,2024-03-21,Cairo,Returning
C2373,2023-06-07,Cairo,Returning
C2374,2023-12-06,Cairo,New
C2375,2023-02-25,Cairo,Returning
C2376,2024-07-25,Cairo,Returning
C2377,2023-08-22,Giza,Returning
C2378,2024-04-06,Giza,Returning
C2379,2023-01-18,Giza,Returning
C2380,2024-07-01,Cairo,Returning
C2381,2024-09-25,Cairo,Returning
C2382,2024-08-22,Cairo,Returning
C2383,2023-03-16,Giza,Returning
C2384,2023-04-19,Giza,Returning
C2385,2023-11-05,Cairo,New
C2386,2024-03-24,Giza,Returning
C2387,2024-11-07,Cairo,Returning
C2388,2024-06-30,Cairo,New
C2389,2024-02-05,Giza,Returning
C2390,2023-05-28,Giza,Returning
C2391,2024-10-25,Giza,Returning
C2392,2023-01-12,Cairo,New
C2393,2023-01-06,Giza,Returning
C2394,2023-03-29,Giza,New
C2395,2023-12-19,Cairo,Returning
C2396,2024-10-23,Cairo,New
C2397,2023-08-15,Giza,New
C2398,2023-07-05,Cairo,Returning
C2399,2024-07-16,Giza,Returning
C2400,2023-03-16,Giza,Returning
C2401,2023-09-14,Cairo,New
C2402,2024-08-17,Giza,Returning
C2403,2024-01-01,Cairo,Returning
C2404,2023-08-29,Cairo,New
C2405,2023-03-13,Cairo,New
C2406,2024-04-06,Giza,Returning
C2407,2023-11-10,Cairo,Returning
C2408,2024-01-09,Giza,Returning
C2409,2023-06-22,Cairo,New
C2410,2023-08-15,Giza,New
C2411,2024-01-04,Cairo,Returning
C2412,2023-12-06,Giza,Returning
C2413,2024-01-03,Giza,Returning
C2414,2023-04-22,Cairo,Returning
C2415,2023-03-25,Giza,Returning
C2416,2023-05-24,Cairo,New
C2417,2024-10-03,Cairo,Returning
C2418,2023-01-20,Cairo,Returning
C2419,2024-08-15,Giza,Returning
C2420,2023-08-06,Cairo,Returning
C2421,2024-07-10,Giza,Returning
C2422,2023-06-02,Giza,Returning
C2423,2024-08-26,Giza,New
C2424,2024-05-28,Cairo,Returning
C2425,2024-05-29,Cairo,Returning
C2426,2024-09-20,Cairo,Returning
C2427,2023-05-24,Giza,New
C2428,2024-08-02,Cairo,Returning
C2429,2024-05-10,Giza,New
C2430,2024-05-14,Cairo,New
C2431,2024-01-14,Cairo,New
C2432,2023-07-31,Giza,Returning
C2433,2024-04-10,Cairo,New
C2434,2024-10-26,Giza,New
C2435,2024-06-17,Giza,Returning
C2436,2023-09-27,Cairo,Returning
C2437,2024-01-23,Giza,Returning
C2438,2023-03-21,Giza,Returning
C2439,2023-08-17,Giza,Returning
C2440,2023-12-20,Giza,Returning
C2441,2024-09-10,Cairo,Returning
C2442,2023-05-23,Giza,New
C2443,2023-03-20,Giza,New
C2444,2023-07-11,Cairo,Returning
C2445,2023-05-02,Cairo,Returning
C2446,2023-12-05,Cairo,Returning
C2447,2024-05-05,Giza,New
C2448,2023-06-15,Giza,New
C2449,2023-02-14,Cairo,Returning
C2450,2023-06-14,Cairo,Returning
C2451,2023-02-10,Cairo,New
C2452,2023-09-22,Cairo,Returning
C2453,2024-02-20,Cairo,Returning
C2454,2024-11-08,Giza,Returning
C2455,2023-08-10,Giza,Returning
C2456,2024-04-27,Giza,New
C2457,2024-02-25,Cairo,Returning
C2458,2023-07-06,Giza,New
C2459,2023-12-17,Giza,Returning
C2460,2023-03-12,Cairo,Returning
C2461,2023-05-16,Cairo,New
C2462,2024-06-19,Giza,Returning
C2463,2024-09-12,Cairo,New
C2464,2024-09-21,Cairo,Returning
C2465,2024-06-28,Cairo,New
C2466,2024-11-06,Cairo,Returning
C2467,2024-07-06,Cairo,Returning
C2468,2024-11-25,Giza,Returning
C2469,2024-01-15,Cairo,Returning
C2470,2024-03-15,Cairo,Returning
C2471,2024-05-08,Giza,Returning
C2472,2024-08-12,Cairo,Returning
C2473,2023-09-18,Giza,Returning
C2474,2023-03-27,Giza,Returning
C2475,2024-07-10,Giza,New
C2476,2023-01-06,Cairo,Returning
C2477,2023-05-01,Cairo,Returning
C2478,2023-07-30,Giza,Returning
C2479,2023-04-20,Cairo,Returning
C2480,2024-08-22,Giza,New
C2481,2024-07-02,Giza,Returning
C2482,2024-09-18,Giza,Returning
C2483,2024-02-11,Cairo,Returning
C2484,2024-07-24,Giza,New
C2485,2024-07-26,Giza,New
C2486,2023-11-11,Giza,Returning
