OrderID,OrderDate,CustomerID,BranchID,Branch,City,ProductID,Product,Category,Subcategory,Quantity,UnitPrice,Sales,Cost,Profit,PaymentMethod,Channel,CustomerType
101441,2024-03-16 17:01:00,C4248,B012,City Stars,Cairo,P022,Cashews 200g,Nuts,Roasted,1,110,110,65,45,Cash,Store,New
101442,2024-02-01 15:05:00,C3549,B004,Mall of Arabia - 6th October,Giza,P014,Milk 1L,Dairy,Milk,1,45,45,25,20,Visa,Store,New
101443,2024-02-22 11:03:00,C1112,B008,Dokki,Giza,P003,Mixed Nuts 300g,Nuts,Mix,2,150,300,190,110,Visa,Store,Returning
101444,2024-01-25 21:55:00,C3048,B005,Heliopolis,Cairo,P015,Orange Juice 1L,Beverages,Juice,2,60,120,70,50,Cash,Store,Returning
101445,2024-05-21 15:19:00,C2732,B004,Mall of Arabia - 6th October,Giza,P019,Cinnamon 50g,Spices,Spice,4,48,192,112,80,Wallet,Store,Returning
101446,2024-12-26 11:01:00,C1841,B001,Maadi 1,Cairo,P011,Pasta 500g,Grocery,Pasta,1,35,35,18,17,Visa,Store,Returning
101447,2024-09-29 21:33:00,C1306,B011,Maadi 2,Cairo,P024,Biscuits 200g,Snacks,Biscuit,1,30,30,16,14,Cash,Store,Returning
101448,2024-08-07 17:16:00,C2198,B008,Dokki,Giza,P018,Black Pepper 50g,Spices,Pepper,2,55,110,60,50,Cash,Store,New
101449,2024-01-03 13:12:00,C3603,B011,Maadi 2,Cairo,P033,Garlic Powder 100g,Spices,Powder,1,40,40,22,18,Wallet,Store,Returning
101450,2024-11-06 14:10:00,C4075,B008,Dokki,Giza,P021,Walnuts 200g,Nuts,Roasted,2,95,190,120,70,Wallet,Online,Returning
101451,2024-07-20 14:52:00,C4290,B003,New Cairo (Waterway),Cairo,P004,Turkish Coffee 200g,Coffee,Ground,1,110,110,60,50,Cash,Store,Returning
101452,2024-09-25 11:53:00,C1843,B003,New Cairo (Waterway),Cairo,P030,Yogurt 170g,Dairy,Yogurt,4,18,72,40,32,Visa,Store,Returning
101453,2024-01-17 08:17:00,C3474,B007,Zamalek,Cairo,P023,Tea Bags 100pcs,Beverages,Tea,1,90,90,50,40,Cash,Store,Returning
101454,2024-06-18 18:37:00,C2384,B001,Maadi 1,Cairo,P008,Honey Natural 500g,Honey,Pure,3,200,600,360,240,Visa,Store,Returning
101455,2024-01-26 15:37:00,C3355,B008,Dokki,Giza,P033,Garlic Powder 100g,Spices,Powder,1,40,40,22,18,Visa,Store,Returning
101456,2024-05-09 08:01:00,C3709,B012,City Stars,Cairo,P009,Sugar 1kg,Grocery,Baking,1,40,40,22,18,Visa,Store,Returning
101457,2024-10-05 20:35:00,C1075,B002,Mohandeseen,Giza,P015,Orange Juice 1L,Beverages,Juice,1,60,60,35,25,Wallet,Store,Returning
101458,2024-12-24 21:45:00,C2055,B011,Maadi 2,Cairo,P035,Tahini 400g,Grocery,Condiment,1,120,120,72,48,Visa,Store,Returning
101459,2024-06-10 11:42:00,C4195,B012,City Stars,Cairo,P016,Detergent 2kg,Household,Cleaning,1,120,120,70,50,Cash,Store,New
101460,2024-01-22 12:39:00,C2888,B010,Sheikh Zayed,Giza,P014,Milk 1L,Dairy,Milk,1,45,45,25,20,Visa,Online,Returning
101461,2024-06-01 18:53:00,C4490,B010,Sheikh Zayed,Giza,P026,Chocolate 100g,Confectionery,Chocolate,1,35,35,20,15,Wallet,Online,New
101462,2024-07-21 20:38:00,C2403,B009,6th of October City,Giza,P035,Tahini 400g,Grocery,Condiment,1,120,120,72,48,Mada,Store,Returning
101463,2024-11-27 09:12:00,C2546,B008,Dokki,Giza,P019,Cinnamon 50g,Spices,Spice,1,48,48,28,20,Visa,Store,Returning
101464,2024-07-31 14:38:00,C1118,B009,6th of October City,Giza,P002,Pistachio 200g,Nuts,Salted,1,120,120,75,45,Visa,Store,Returning
101465,2024-07-14 09:09:00,C2755,B004,Mall of Arabia - 6th October,Giza,P003,Mixed Nuts 300g,Nuts,Mix,1,150,150,95,55,Visa,Online,Returning
101466,2024-09-05 15:36:00,C4194,B005,Heliopolis,Cairo,P019,Cinnamon 50g,Spices,Spice,1,48,48,28,20,Cash,Online,Returning
101467,2024-06-14 14:11:00,C3146,B004,Mall of Arabia - 6th October,Giza,P021,Walnuts 200g,Nuts,Roasted,1,95,95,60,35,Visa,Online,Returning
101468,2024-12-08 17:38:00,C3868,B005,Heliopolis,Cairo,P005,Instant Coffee 200g,Coffee,Instant,1,95,95,45,50,Visa,Online,New
101469,2024-11-08 15:51:00,C1246,B001,Maadi 1,Cairo,P035,Tahini 400g,Grocery,Condiment,1,120,120,72,48,Cash,Online,Returning
101470,2024-05-15 10:56:00,C3176,B007,Zamalek,Cairo,P002,Pistachio 200g,Nuts,Salted,1,120,120,75,45,Wallet,Online,Returning
101471,2024-03-12 08:13:00,C1697,B008,Dokki,Giza,P026,Chocolate 100g,Confectionery,Chocolate,2,35,70,40,30,Cash,Store,Returning
101472,2024-10-03 21:10:00,C1693,B002,Mohandeseen,Giza,P017,Salt 500g,Grocery,Staples,4,12,48,24,24,Cash,Store,Returning
101473,2024-03-22 18:42:00,C1292,B011,Maadi 2,Cairo,P036,Olives 300g,Grocery,Olives,1,75,75,40,35,Cash,Online,Returning
101474,2024-11-17 12:06:00,C2999,B009,6th of October City,Giza,P018,Black Pepper 50g,Spices,Pepper,3,55,165,90,75,Wallet,Store,Returning
101475,2024-04-30 13:43:00,C4434,B012,City Stars,Cairo,P015,Orange Juice 1L,Beverages,Juice,1,60,60,35,25,Visa,Store,New
101476,2024-10-31 16:56:00,C3152,B010,Sheikh Zayed,Giza,P007,Sunflower Oil 1L,Oils,Vegetable,1,180,180,100,80,Cash,Store,Returning
101477,2024-02-27 09:28:00,C3798,B001,Maadi 1,Cairo,P014,Milk 1L,Dairy,Milk,4,45,180,100,80,Visa,Store,Returning
101478,2024-11-16 17:18:00,C3385,B011,Maadi 2,Cairo,P039,Cooking Spray 200ml,Household,Cooking,1,65,65,36,29,Visa,Online,New
101479,2024-02-06 16:59:00,C2060,B007,Zamalek,Cairo,P004,Turkish Coffee 200g,Coffee,Ground,1,110,110,60,50,Wallet,Store,Returning
101480,2024-03-11 10:48:00,C3412,B002,Mohandeseen,Giza,P030,Yogurt 170g,Dairy,Yogurt,3,18,54,30,24,Visa,Online,Returning
101481,2024-07-01 16:32:00,C1793,B012,City Stars,Cairo,P016,Detergent 2kg,Household,Cleaning,3,120,360,210,150,Wallet,Store,Returning
101482,2024-08-13 16:23:00,C3394,B008,Dokki,Giza,P034,Ginger Powder 100g,Spices,Powder,1,45,45,25,20,Wallet,Store,Returning
101483,2024-02-01 20:01:00,C1298,B005,Heliopolis,Cairo,P002,Pistachio 200g,Nuts,Salted,1,120,120,75,45,Visa,Store,New
101484,2024-06-12 15:42:00,C2170,B002,Mohandeseen,Giza,P003,Mixed Nuts 300g,Nuts,Mix,1,150,150,95,55,Wallet,Store,New
101485,2024-04-06 14:36:00,C3911,B002,Mohandeseen,Giza,P006,Olive Oil 500ml,Oils,Olive,2,220,440,280,160,Cash,Store,New
101486,2024-11-27 18:05:00,C2147,B003,New Cairo (Waterway),Cairo,P012,Tomato Paste 400g,Grocery,Canned,1,28,28,15,13,Visa,Store,New
101487,2024-10-29 12:50:00,C4430,B003,New Cairo (Waterway),Cairo,P015,Orange Juice 1L,Beverages,Juice,1,60,60,35,25,Visa,Store,New
101488,2024-09-15 10:29:00,C1849,B012,City Stars,Cairo,P029,Vinegar 500ml,Grocery,Condiment,2,28,56,32,24,Visa,Store,Returning
101489,2024-12-09 22:54:00,C2915,B008,Dokki,Giza,P021,Walnuts 200g,Nuts,Roasted,2,95,190,120,70,Visa,Store,Returning
101490,2024-01-23 17:22:00,C2017,B004,Mall of Arabia - 6th October,Giza,P020,Dates Medjool 500g,Dry Fruits,Dates,3,140,420,255,165,Visa,Store,Returning
101491,2024-02-15 20:37:00,C4239,B007,Zamalek,Cairo,P003,Mixed Nuts 300g,Nuts,Mix,1,150,150,95,55,Cash,Store,Returning
101492,2024-09-10 22:35:00,C1068,B011,Maadi 2,Cairo,P004,Turkish Coffee 200g,Coffee,Ground,3,110,330,180,150,Cash,Store,New
101493,2024-12-11 22:51:00,C3471,B012,City Stars,Cairo,P021,Walnuts 200g,Nuts,Roasted,2,95,190,120,70,Visa,Store,Returning
101494,2024-07-12 13:06:00,C1274,B008,Dokki,Giza,P023,Tea Bags 100pcs,Beverages,Tea,1,90,90,50,40,Visa,Online,Returning
101495,2024-12-03 18:41:00,C2033,B007,Zamalek,Cairo,P013,Cheddar Cheese 200g,Dairy,Cheese,1,95,95,55,40,Cash,Store,New
101496,2024-11-05 22:26:00,C3842,B012,City Stars,Cairo,P003,Mixed Nuts 300g,Nuts,Mix,1,150,150,95,55,Visa,Online,Returning
101497,2024-07-11 14:34:00,C4128,B004,Mall of Arabia - 6th October,Giza,P008,Honey Natural 500g,Honey,Pure,1,200,200,120,80,Visa,Online,New
101498,2024-08-07 08:17:00,C1873,B008,Dokki,Giza,P004,Turkish Coffee 200g,Coffee,Ground,1,110,110,60,50,Visa,Store,Returning
101499,2024-08-15 08:09:00,C3822,B009,6th of October City,Giza,P026,Chocolate 100g,Confectionery,Chocolate,2,35,70,40,30,Cash,Store,Returning
101500,2024-03-22 22:22:00,C3177,B010,Sheikh Zayed,Giza,P039,Cooking Spray 200ml,Household,Cooking,2,65,130,72,58,Visa,Online,New
101501,2024-07-27 12:34:00,C1550,B009,6th of October City,Giza,P007,Sunflower Oil 1L,Oils,Vegetable,2,180,360,200,160,Cash,Store,Returning
101502,2024-10-20 20:49:00,C1303,B004,Mall of Arabia - 6th October,Giza,P033,Garlic Powder 100g,Spices,Powder,1,40,40,22,18,Cash,Store,Returning
101503,2024-12-22 16:14:00,C1429,B010,Sheikh Zayed,Giza,P022,Cashews 200g,Nuts,Roasted,2,110,220,130,90,Cash,Store,Returning
101504,2024-05-12 14:30:00,C1560,B003,New Cairo (Waterway),Cairo,P018,Black Pepper 50g,Spices,Pepper,1,55,55,30,25,Mada,Store,New
101505,2024-08-15 17:36:00,C2472,B002,Mohandeseen,Giza,P029,Vinegar 500ml,Grocery,Condiment,1,28,28,16,12,Cash,Store,Returning
101506,2024-02-02 09:19:00,C3178,B002,Mohandeseen,Giza,P022,Cashews 200g,Nuts,Roasted,1,110,110,65,45,Cash,Online,Returning
101507,2024-10-27 22:48:00,C4432,B012,City Stars,Cairo,P040,Granola 400g,Breakfast,Cereal,2,95,190,110,80,Cash,Store,Returning
101508,2024-11-03 18:52:00,C1110,B003,New Cairo (Waterway),Cairo,P025,Chips 150g,Snacks,Chips,1,25,25,13,12,Mada,Online,Returning
101509,2024-07-27 09:14:00,C2638,B004,Mall of Arabia - 6th October,Giza,P020,Dates Medjool 500g,Dry Fruits,Dates,1,140,140,85,55,Visa,Store,Returning
101510,2024-01-01 13:11:00,C1663,B004,Mall of Arabia - 6th October,Giza,P040,Granola 400g,Breakfast,Cereal,1,95,95,55,40,Cash,Store,Returning
101511,2024-10-11 16:06:00,C3260,B007,Zamalek,Cairo,P023,Tea Bags 100pcs,Beverages,Tea,1,90,90,50,40,Cash,Online,Returning
101512,2024-01-12 22:10:00,C2002,B006,Nasr City,Cairo,P014,Milk 1L,Dairy,Milk,1,45,45,25,20,Wallet,Store,Returning
101513,2024-06-03 15:09:00,C1762,B005,Heliopolis,Cairo,P017,Salt 500g,Grocery,Staples,3,12,36,18,18,Cash,Store,Returning
101514,2024-06-11 18:02:00,C3006,B004,Mall of Arabia - 6th October,Giza,P014,Milk 1L,Dairy,Milk,1,45,45,25,20,Visa,Store,Returning
101515,2024-10-17 14:25:00,C4425,B002,Mohandeseen,Giza,P009,Sugar 1kg,Grocery,Baking,1,40,40,22,18,Visa,Store,Returning
101516,2024-02-03 20:33:00,C1841,B003,New Cairo (Waterway),Cairo,P036,Olives 300g,Grocery,Olives,2,75,150,80,70,Visa,Store,Returning
101517,2024-10-20 20:34:00,C1051,B011,Maadi 2,Cairo,P014,Milk 1L,Dairy,Milk,1,45,45,25,20,Cash,Store,Returning
101518,2024-01-02 21:25:00,C3913,B008,Dokki,Giza,P012,Tomato Paste 400g,Grocery,Canned,1,28,28,15,13,Wallet,Store,New
101519,2024-05-19 09:28:00,C3116,B005,Heliopolis,Cairo,P004,Turkish Coffee 200g,Coffee,Ground,1,110,110,60,50,Cash,Online,Returning
101520,2024-02-23 20:14:00,C1171,B006,Nasr City,Cairo,P002,Pistachio 200g,Nuts,Salted,1,120,120,75,45,Visa,Online,Returning
101521,2024-11-16 14:16:00,C4009,B009,6th of October City,Giza,P004,Turkish Coffee 200g,Coffee,Ground,1,110,110,60,50,Cash,Store,Returning
101522,2024-11-12 20:58:00,C2469,B004,Mall of Arabia - 6th October,Giza,P028,Mayonnaise 400g,Grocery,Condiment,1,65,65,38,27,Visa,Store,Returning
101523,2024-12-22 17:35:00,C1411,B008,Dokki,Giza,P037,Protein Bar 50g,Health,Protein,4,40,160,88,72,Cash,Store,New
101524,2024-10-17 12:44:00,C1014,B002,Mohandeseen,Giza,P009,Sugar 1kg,Grocery,Baking,1,40,40,22,18,Cash,Store,Returning
101525,2024-06-09 20:42:00,C1551,B001,Maadi 1,Cairo,P012,Tomato Paste 400g,Grocery,Canned,1,28,28,15,13,Cash,Store,Returning
101526,2024-11-02 18:11:00,C2613,B001,Maadi 1,Cairo,P002,Pistachio 200g,Nuts,Salted,1,120,120,75,45,Wallet,Store,New
101527,2024-07-03 11:44:00,C2043,B007,Zamalek,Cairo,P015,Orange Juice 1L,Beverages,Juice,1,60,60,35,25,Wallet,Store,New
101528,2024-02-28 09:30:00,C1911,B002,Mohandeseen,Giza,P020,Dates Medjool 500g,Dry Fruits,Dates,1,140,140,85,55,Cash,Store,Returning
101529,2024-04-26 21:38:00,C3007,B009,6th of October City,Giza,P010,Rice 5kg,Grocery,Staples,1,180,180,110,70,Visa,Store,New
101530,2024-07-21 11:26:00,C2745,B006,Nasr City,Cairo,P001,Almonds 250g,Nuts,Roasted,1,85,85,55,30,Cash,Online,New
101531,2024-11-27 10:06:00,C3587,B009,6th of October City,Giza,P004,Turkish Coffee 200g,Coffee,Ground,4,110,440,240,200,Visa,Store,New
101532,2024-11-02 08:24:00,C1304,B008,Dokki,Giza,P014,Milk 1L,Dairy,Milk,1,45,45,25,20,Cash,Store,Returning
101533,2024-12-01 18:36:00,C2878,B005,Heliopolis,Cairo,P034,Ginger Powder 100g,Spices,Powder,1,45,45,25,20,Wallet,Store,New
101534,2024-10-24 12:11:00,C2678,B001,Maadi 1,Cairo,P009,Sugar 1kg,Grocery,Baking,1,40,40,22,18,Cash,Store,Returning
101535,2024-07-11 18:55:00,C4361,B005,Heliopolis,Cairo,P026,Chocolate 100g,Confectionery,Chocolate,3,35,105,60,45,Visa,Store,Returning
101536,2024-10-12 17:27:00,C1813,B007,Zamalek,Cairo,P029,Vinegar 500ml,Grocery,Condiment,2,28,56,32,24,Visa,Store,New
101537,2024-08-11 12:10:00,C2270,B001,Maadi 1,Cairo,P010,Rice 5kg,Grocery,Staples,1,180,180,110,70,Wallet,Online,Returning
101538,2024-06-10 14:55:00,C1005,B006,Nasr City,Cairo,P010,Rice 5kg,Grocery,Staples,1,180,180,110,70,Visa,Store,New
101539,2024-10-02 22:01:00,C1255,B010,Sheikh Zayed,Giza,P034,Ginger Powder 100g,Spices,Powder,2,45,90,50,40,Visa,Online,Returning
101540,2024-06-12 11:12:00,C3892,B009,6th of October City,Giza,P039,Cooking Spray 200ml,Household,Cooking,1,65,65,36,29,Wallet,Store,Returning
101541,2024-03-07 11:54:00,C4185,B006,Nasr City,Cairo,P016,Detergent 2kg,Household,Cleaning,1,120,120,70,50,Cash,Store,New
101542,2024-07-14 20:08:00,C2362,B011,Maadi 2,Cairo,P027,Peanut Butter 350g,Grocery,Spread,2,95,190,110,80,Cash,Store,Returning
101543,2024-12-24 12:03:00,C1695,B002,Mohandeseen,Giza,P034,Ginger Powder 100g,Spices,Powder,1,45,45,25,20,Cash,Store,Returning
101544,2024-11-07 13:14:00,C1938,B001,Maadi 1,Cairo,P006,Olive Oil 500ml,Oils,Olive,1,220,220,140,80,Cash,Online,Returning
101545,2024-08-05 10:54:00,C4312,B003,New Cairo (Waterway),Cairo,P011,Pasta 500g,Grocery,Pasta,3,35,105,54,51,Cash,Store,New
101546,2024-04-02 20:51:00,C3473,B008,Dokki,Giza,P038,Energy Drink 330ml,Beverages,Energy,1,30,30,18,12,Cash,Online,New
101547,2024-12-21 18:30:00,C2688,B005,Heliopolis,Cairo,P012,Tomato Paste 400g,Grocery,Canned,1,28,28,15,13,Cash,Store,Returning
101548,2024-11-09 09:24:00,C3086,B001,Maadi 1,Cairo,P013,Cheddar Cheese 200g,Dairy,Cheese,1,95,95,55,40,Cash,Store,New
101549,2024-12-29 09:05:00,C1023,B006,Nasr City,Cairo,P016,Detergent 2kg,Household,Cleaning,4,120,480,280,200,Wallet,Online,Returning
101550,2024-05-08 16:51:00,C1545,B009,6th of October City,Giza,P012,Tomato Paste 400g,Grocery,Canned,1,28,28,15,13,Visa,Online,New
101551,2024-01-04 20:57:00,C1366,B009,6th of October City,Giza,P008,Honey Natural 500g,Honey,Pure,1,200,200,120,80,Cash,Store,Returning
101552,2024-09-21 14:30:00,C3366,B012,City Stars,Cairo,P005,Instant Coffee 200g,Coffee,Instant,1,95,95,45,50,Visa,Store,Returning
101553,2024-04-10 21:05:00,C3669,B003,New Cairo (Waterway),Cairo,P033,Garlic Powder 100g,Spices,Powder,1,40,40,22,18,Visa,Online,New
101554,2024-07-02 15:59:00,C1772,B001,Maadi 1,Cairo,P040,Granola 400g,Breakfast,Cereal,4,95,380,220,160,Wallet,Store,New
101555,2024-03-10 19:26:00,C3854,B005,Heliopolis,Cairo,P038,Energy Drink 330ml,Beverages,Energy,1,30,30,18,12,Wallet,Store,Returning
101556,2024-08-05 09:09:00,C2338,B012,City Stars,Cairo,P002,Pistachio 200g,Nuts,Salted,1,120,120,75,45,Cash,Store,New
101557,2024-04-14 16:16:00,C3823,B004,Mall of Arabia - 6th October,Giza,P007,Sunflower Oil 1L,Oils,Vegetable,1,180,180,100,80,Visa,Online,New
101558,2024-06-24 11:27:00,C2861,B006,Nasr City,Cairo,P031,Bread 1pc,Bakery,Bread,1,8,8,4,4,Visa,Store,New
101559,2024-09-29 08:29:00,C1723,B009,6th of October City,Giza,P006,Olive Oil 500ml,Oils,Olive,3,220,660,420,240,Cash,Online,Returning
101560,2024-03-27 13:16:00,C3427,B009,6th of October City,Giza,P029,Vinegar 500ml,Grocery,Condiment,1,28,28,16,12,Cash,Store,Returning
101561,2024-12-09 16:44:00,C2380,B004,Mall of Arabia - 6th October,Giza,P019,Cinnamon 50g,Spices,Spice,1,48,48,28,20,Visa,Online,Returning
101562,2024-07-04 20:48:00,C2944,B005,Heliopolis,Cairo,P027,Peanut Butter 350g,Grocery,Spread,1,95,95,55,40,Cash,Store,Returning
101563,2024-08-07 12:19:00,C3475,B011,Maadi 2,Cairo,P037,Protein Bar 50g,Health,Protein,1,40,40,22,18,Cash,Store,Returning
101564,2024-06-22 19:09:00,C1973,B004,Mall of Arabia - 6th October,Giza,P016,Detergent 2kg,Household,Cleaning,1,120,120,70,50,Wallet,Store,Returning
101565,2024-03-12 11:09:00,C1362,B012,City Stars,Cairo,P010,Rice 5kg,Grocery,Staples,2,180,360,220,140,Mada,Store,Returning
101566,2024-10-02 17:48:00,C2308,B012,City Stars,Cairo,P015,Orange Juice 1L,Beverages,Juice,3,60,180,105,75,Visa,Store,Returning
101567,2024-11-13 19:52:00,C1930,B002,Mohandeseen,Giza,P005,Instant Coffee 200g,Coffee,Instant,2,95,190,90,100,Visa,Online,Returning
101568,2024-07-22 20:13:00,C2674,B004,Mall of Arabia - 6th October,Giza,P005,Instant Coffee 200g,Coffee,Instant,1,95,95,45,50,Visa,Store,New
101569,2024-12-13 19:10:00,C2142,B008,Dokki,Giza,P030,Yogurt 170g,Dairy,Yogurt,1,18,18,10,8,Cash,Store,Returning
101570,2024-10-11 16:24:00,C2889,B011,Maadi 2,Cairo,P020,Dates Medjool 500g,Dry Fruits,Dates,1,140,140,85,55,Cash,Store,Returning
101571,2024-08-31 13:45:00,C1572,B001,Maadi 1,Cairo,P017,Salt 500g,Grocery,Staples,1,12,12,6,6,Visa,Store,Returning
101572,2024-02-04 17:50:00,C1304,B007,Zamalek,Cairo,P013,Cheddar Cheese 200g,Dairy,Cheese,1,95,95,55,40,Mada,Online,Returning
101573,2024-05-10 13:45:00,C1383,B011,Maadi 2,Cairo,P013,Cheddar Cheese 200g,Dairy,Cheese,1,95,95,55,40,Cash,Store,Returning
101574,2024-04-27 13:46:00,C2038,B009,6th of October City,Giza,P025,Chips 150g,Snacks,Chips,1,25,25,13,12,Visa,Store,Returning
101575,2024-11-15 22:14:00,C2072,B006,Nasr City,Cairo,P035,Tahini 400g,Grocery,Condiment,1,120,120,72,48,Wallet,Online,New
101576,2024-01-07 08:54:00,C1733,B012,City Stars,Cairo,P034,Ginger Powder 100g,Spices,Powder,1,45,45,25,20,Visa,Store,Returning
101577,2024-09-20 09:45:00,C3910,B007,Zamalek,Cairo,P002,Pistachio 200g,Nuts,Salted,1,120,120,75,45,Cash,Store,Returning
101578,2024-09-20 22:04:00,C1644,B007,Zamalek,Cairo,P038,Energy Drink 330ml,Beverages,Energy,1,30,30,18,12,Cash,Store,New
101579,2024-05-10 12:58:00,C1023,B011,Maadi 2,Cairo,P027,Peanut Butter 350g,Grocery,Spread,1,95,95,55,40,Mada,Store,Returning
101580,2024-08-06 08:52:00,C3025,B009,6th of October City,Giza,P008,Honey Natural 500g,Honey,Pure,1,200,200,120,80,Cash,Store,Returning
101581,2024-07-04 19:04:00,C2921,B008,Dokki,Giza,P026,Chocolate 100g,Confectionery,Chocolate,1,35,35,20,15,Visa,Store,New
101582,2024-12-26 20:35:00,C1080,B002,Mohandeseen,Giza,P019,Cinnamon 50g,Spices,Spice,1,48,48,28,20,Cash,Store,Returning
101583,2024-12-08 13:15:00,C1836,B011,Maadi 2,Cairo,P016,Detergent 2kg,Household,Cleaning,1,120,120,70,50,Visa,Store,Returning
101584,2024-08-21 16:32:00,C3889,B011,Maadi 2,Cairo,P029,Vinegar 500ml,Grocery,Condiment,1,28,28,16,12,Cash,Store,New
101585,2024-07-16 20:39:00,C1681,B010,Sheikh Zayed,Giza,P020,Dates Medjool 500g,Dry Fruits,Dates,3,140,420,255,165,Visa,Online,New
101586,2024-09-27 16:49:00,C3840,B003,New Cairo (Waterway),Cairo,P030,Yogurt 170g,Dairy,Yogurt,3,18,54,30,24,Wallet,Store,New
101587,2024-11-02 08:19:00,C3959,B006,Nasr City,Cairo,P036,Olives 300g,Grocery,Olives,1,75,75,40,35,Visa,Store,Returning
101588,2024-09-02 09:17:00,C2260,B008,Dokki,Giza,P025,Chips 150g,Snacks,Chips,1,25,25,13,12,Visa,Store,Returning
101589,2024-04-29 08:51:00,C1629,B002,Mohandeseen,Giza,P011,Pasta 500g,Grocery,Pasta,1,35,35,18,17,Wallet,Online,Returning
101590,2024-10-03 19:24:00,C3386,B012,City Stars,Cairo,P010,Rice 5kg,Grocery,Staples,1,180,180,110,70,Cash,Store,Returning
101591,2024-04-14 21:35:00,C1330,B011,Maadi 2,Cairo,P020,Dates Medjool 500g,Dry Fruits,Dates,1,140,140,85,55,Cash,Store,New
101592,2024-09-23 11:15:00,C3345,B010,Sheikh Zayed,Giza,P034,Ginger Powder 100g,Spices,Powder,1,45,45,25,20,Visa,Store,New
101593,2024-02-27 18:42:00,C2557,B009,6th of October City,Giza,P002,Pistachio 200g,Nuts,Salted,1,120,120,75,45,Visa,Store,Returning
101594,2024-03-21 22:36:00,C4228,B004,Mall of Arabia - 6th October,Giza,P010,Rice 5kg,Grocery,Staples,1,180,180,110,70,Mada,Store,New
101595,2024-09-20 22:03:00,C2926,B012,City Stars,Cairo,P021,Walnuts 200g,Nuts,Roasted,1,95,95,60,35,Visa,Online,Returning
101596,2024-03-26 10:07:00,C3044,B001,Maadi 1,Cairo,P021,Walnuts 200g,Nuts,Roasted,2,95,190,120,70,Wallet,Store,New
101597,2024-04-27 10:56:00,C3260,B001,Maadi 1,Cairo,P038,Energy Drink 330ml,Beverages,Energy,1,30,30,18,12,Cash,Store,Returning
101598,2024-07-16 15:27:00,C2122,B007,Zamalek,Cairo,P013,Cheddar Cheese 200g,Dairy,Cheese,1,95,95,55,40,Cash,Online,Returning
101599,2024-09-17 21:40:00,C4474,B010,Sheikh Zayed,Giza,P018,Black Pepper 50g,Spices,Pepper,1,55,55,30,25,Visa,Store,New
101600,2024-12-12 15:45:00,C4355,B007,Zamalek,Cairo,P033,Garlic Powder 100g,Spices,Powder,2,40,80,44,36,Cash,Store,Returning
101601,2024-05-31 11:23:00,C3703,B007,Zamalek,Cairo,P009,Sugar 1kg,Grocery,Baking,3,40,120,66,54,Visa,Store,Returning
101602,2024-04-30 22:35:00,C2545,B005,Heliopolis,Cairo,P007,Sunflower Oil 1L,Oils,Vegetable,1,180,180,100,80,Wallet,Store,New
101603,2024-11-24 09:37:00,C2877,B009,6th of October City,Giza,P037,Protein Bar 50g,Health,Protein,1,40,40,22,18,Visa,Store,New
101604,2024-05-21 14:50:00,C2492,B009,6th of October City,Giza,P040,Granola 400g,Breakfast,Cereal,1,95,95,55,40,Visa,Store,Returning
101605,2024-06-07 14:55:00,C3729,B010,Sheikh Zayed,Giza,P036,Olives 300g,Grocery,Olives,1,75,75,40,35,Cash,Store,Returning
101606,2024-02-20 08:00:00,C3752,B004,Mall of Arabia - 6th October,Giza,P019,Cinnamon 50g,Spices,Spice,1,48,48,28,20,Visa,Online,Returning
101607,2024-08-22 21:48:00,C1689,B007,Zamalek,Cairo,P001,Almonds 250g,Nuts,Roasted,2,85,170,110,60,Wallet,Store,New
101608,2024-05-22 13:47:00,C1700,B010,Sheikh Zayed,Giza,P007,Sunflower Oil 1L,Oils,Vegetable,1,180,180,100,80,Cash,Online,New
101609,2024-06-18 08:57:00,C4166,B012,City Stars,Cairo,P001,Almonds 250g,Nuts,Roasted,1,85,85,55,30,Cash,Store,Returning
101610,2024-12-08 14:27:00,C3610,B005,Heliopolis,Cairo,P027,Peanut Butter 350g,Grocery,Spread,1,95,95,55,40,Cash,Store,New
101611,2024-11-27 14:58:00,C4292,B006,Nasr City,Cairo,P032,Frozen Vegetables 400g,Frozen,Veg,1,55,55,32,23,Cash,Store,Returning
101612,2024-02-16 19:53:00,C2886,B004,Mall of Arabia - 6th October,Giza,P014,Milk 1L,Dairy,Milk,2,45,90,50,40,Mada,Store,New
101613,2024-08-16 16:20:00,C2158,B002,Mohandeseen,Giza,P027,Peanut Butter 350g,Grocery,Spread,1,95,95,55,40,Cash,Online,Returning
101614,2024-10-29 12:49:00,C1025,B010,Sheikh Zayed,Giza,P023,Tea Bags 100pcs,Beverages,Tea,1,90,90,50,40,Visa,Store,New
101615,2024-01-08 13:49:00,C1937,B009,6th of October City,Giza,P037,Protein Bar 50g,Health,Protein,1,40,40,22,18,Visa,Store,Returning
101616,2024-10-07 11:18:00,C2916,B009,6th of October City,Giza,P033,Garlic Powder 100g,Spices,Powder,1,40,40,22,18,Cash,Store,New
101617,2024-10-17 17:39:00,C2674,B007,Zamalek,Cairo,P019,Cinnamon 50g,Spices,Spice,1,48,48,28,20,Cash,Store,New
101618,2024-01-08 16:14:00,C3464,B009,6th of October City,Giza,P027,Peanut Butter 350g,Grocery,Spread,1,95,95,55,40,Cash,Store,Returning
101619,2024-11-21 17:07:00,C3095,B008,Dokki,Giza,P023,Tea Bags 100pcs,Beverages,Tea,4,90,360,200,160,Visa,Store,Returning
